trip_id,driver_id,rider_id,city,pickup_zone,drop_zone,request_time,pickup_time,drop_time,distance_km,fare,status,cancellation_reason
T2044,D298,R2677,Delhi,Saket,Vasant Kunj,2023-10-30 01:50:00,2023-10-30 01:55:00,2023-10-30 02:33:00,12.5,314,Completed,
T2045,D127,R4501,Delhi,Connaught Place,Rohini,2023-10-09 03:28:00,2023-10-09 03:38:00,2023-10-09 03:54:00,6.4,148,Completed,
T2046,D272,R2883,Mumbai,Andheri,Bandra,2023-10-04 10:43:00,2023-10-04 10:53:00,2023-10-04 11:14:00,7.1,167,Completed,
T2047,D254,R2840,Bangalore,Indiranagar,HSR Layout,2023-10-24 04:20:00,2023-10-24 04:23:00,2023-10-24 05:14:00,17.5,332,Completed,
T2048,D251,R4229,Bangalore,Whitefield,Koramangala,2023-10-14 02:23:00,,,0.0,0.0,Cancelled,Rider Cancelled
T2049,D284,R4950,Mumbai,Bandra,Powai,2023-10-01 14:31:00,2023-10-01 14:36:00,2023-10-01 15:58:00,24.1,484,Completed,
T2050,D237,R2422,Bangalore,Koramangala,Indiranagar,2023-10-01 20:26:00,2023-10-01 20:39:00,2023-10-01 21:20:00,15.0,394,Completed,
T2051,D126,R1608,Delhi,Saket,Dwarka,2023-10-06 14:27:00,2023-10-06 14:39:00,2023-10-06 15:57:00,24.2,556,Completed,
T2052,D230,R4247,Bangalore,Koramangala,Indiranagar,2023-10-25 13:30:00,2023-10-25 13:34:00,2023-10-25 14:28:00,21.4,432,Completed,
T2053,D174,R3493,Bangalore,Jayanagar,Indiranagar,2023-10-24 16:48:00,2023-10-24 17:01:00,2023-10-24 17:22:00,8.2,227,Completed,
T2054,D299,R2130,Delhi,Saket,Connaught Place,2023-10-01 02:16:00,2023-10-01 02:27:00,2023-10-01 04:03:00,24.8,425,Completed,
T2055,D137,R3988,Mumbai,Juhu,Powai,2023-10-05 10:21:00,2023-10-05 10:34:00,2023-10-05 11:47:00,22.2,458,Completed,
T2056,D131,R1258,Mumbai,Juhu,Colaba,2023-10-15 20:42:00,2023-10-15 20:52:00,2023-10-15 21:56:00,23.4,628,Completed,
T2057,D192,R2414,Bangalore,Koramangala,Jayanagar,2023-10-05 19:43:00,,,0.0,0.0,Cancelled,Payment Issue
T2058,D276,R4079,Bangalore,Koramangala,Whitefield,2023-10-14 02:06:00,2023-10-14 02:08:00,2023-10-14 02:40:00,9.6,211,Completed,
T2059,D197,R1390,Mumbai,Andheri,Bandra,2023-10-05 21:33:00,2023-10-05 21:41:00,2023-10-05 21:56:00,5.3,176,Completed,
T2060,D162,R1695,Delhi,Rohini,Saket,2023-10-12 08:38:00,2023-10-12 08:48:00,2023-10-12 08:59:00,3.5,105,Completed,
T2061,D169,R1978,Bangalore,Indiranagar,Jayanagar,2023-10-09 12:51:00,2023-10-09 13:06:00,2023-10-09 14:17:00,21.8,455,Completed,
T2062,D168,R1027,Bangalore,Jayanagar,Whitefield,2023-10-09 22:17:00,2023-10-09 22:30:00,2023-10-09 22:53:00,7.7,214,Completed,
T2063,D178,R3677,Bangalore,Koramangala,HSR Layout,2023-10-12 10:05:00,2023-10-12 10:20:00,2023-10-12 10:49:00,11.1,322,Completed,
T2064,D248,R4677,Mumbai,Andheri,Bandra,2023-10-22 13:04:00,2023-10-22 13:14:00,2023-10-22 14:10:00,20.1,409,Completed,
T2065,D276,R4446,Bangalore,HSR Layout,Jayanagar,2023-10-23 21:14:00,2023-10-23 21:16:00,2023-10-23 21:25:00,2.6,109,Completed,
T2066,D194,R1218,Mumbai,Colaba,Andheri,2023-10-27 07:43:00,2023-10-27 07:46:00,2023-10-27 09:03:00,20.6,393,Completed,
T2067,D122,R2742,Mumbai,Juhu,Colaba,2023-10-27 06:56:00,2023-10-27 06:58:00,2023-10-27 07:11:00,4.3,145,Completed,
T2068,D316,R3357,Bangalore,HSR Layout,Jayanagar,2023-10-15 23:22:00,,,0.0,0.0,Cancelled,Driver Cancelled
T2069,D190,R2707,Bangalore,Whitefield,Koramangala,2023-10-11 13:33:00,2023-10-11 13:44:00,2023-10-11 14:12:00,10.6,296,Completed,
T2070,D195,R2960,Bangalore,Whitefield,Indiranagar,2023-10-30 09:21:00,2023-10-30 09:26:00,2023-10-30 10:15:00,13.1,359,Completed,
T2071,D294,R3004,Delhi,Dwarka,Rohini,2023-10-23 02:35:00,2023-10-23 02:40:00,2023-10-23 03:04:00,8.3,199,Completed,
T2072,D107,R1292,Bangalore,Whitefield,Jayanagar,2023-10-28 10:58:00,,,0.0,0.0,Cancelled,Driver Cancelled
T2073,D175,R1128,Mumbai,Andheri,Powai,2023-10-06 14:47:00,2023-10-06 14:59:00,2023-10-06 16:02:00,20.2,419,Completed,
T2074,D208,R1376,Bangalore,Koramangala,HSR Layout,2023-10-14 00:27:00,2023-10-14 00:35:00,2023-10-14 01:04:00,11.4,333,Completed,
T2075,D253,R2974,Delhi,Dwarka,Connaught Place,2023-10-02 09:50:00,2023-10-02 09:55:00,2023-10-02 10:51:00,22.1,516,Completed,
T2076,D304,R2447,Delhi,Dwarka,Vasant Kunj,2023-10-15 23:14:00,2023-10-15 23:17:00,2023-10-15 23:53:00,9.8,290,Completed,
T2077,D154,R1490,Mumbai,Powai,Juhu,2023-10-11 03:39:00,2023-10-11 03:41:00,2023-10-11 04:09:00,7.8,203,Completed,
T2078,D163,R1495,Mumbai,Juhu,Andheri,2023-10-18 14:18:00,2023-10-18 14:27:00,2023-10-18 15:49:00,24.4,652,Completed,
T2079,D217,R3991,Delhi,Vasant Kunj,Connaught Place,2023-10-28 10:45:00,,,0.0,0.0,Cancelled,Other
T2080,D160,R3267,Mumbai,Bandra,Powai,2023-10-26 14:28:00,2023-10-26 14:34:00,2023-10-26 15:57:00,23.2,497,Completed,
T2081,D184,R4386,Bangalore,Indiranagar,Whitefield,2023-10-13 00:34:00,2023-10-13 00:38:00,2023-10-13 01:35:00,19.0,509,Completed,
T2082,D166,R3705,Mumbai,Colaba,Juhu,2023-10-14 07:15:00,,,0.0,0.0,Cancelled,Other
T2083,D199,R4300,Bangalore,Koramangala,HSR Layout,2023-10-08 05:12:00,2023-10-08 05:20:00,2023-10-08 06:00:00,12.7,357,Completed,
T2084,D102,R1834,Delhi,Dwarka,Vasant Kunj,2023-10-26 03:29:00,2023-10-26 03:33:00,2023-10-26 04:25:00,15.7,349,Completed,
T2085,D346,R3404,Mumbai,Colaba,Bandra,2023-10-22 04:42:00,2023-10-22 04:49:00,2023-10-22 05:35:00,16.2,412,Completed,
T2086,D264,R1933,Delhi,Rohini,Connaught Place,2023-10-22 00:39:00,2023-10-22 00:50:00,2023-10-22 01:10:00,7.4,179,Completed,
T2087,D169,R1827,Bangalore,Indiranagar,Koramangala,2023-10-26 02:39:00,2023-10-26 02:44:00,2023-10-26 03:50:00,24.5,641,Completed,
T2088,D143,R2123,Bangalore,Koramangala,Indiranagar,2023-10-23 05:01:00,2023-10-23 05:07:00,2023-10-23 05:46:00,12.5,330,Completed,
T2089,D193,R2684,Mumbai,Powai,Andheri,2023-10-03 09:48:00,2023-10-03 09:59:00,2023-10-03 10:30:00,10.1,272,Completed,
T2090,D272,R1589,Mumbai,Colaba,Andheri,2023-10-23 18:41:00,2023-10-23 18:54:00,2023-10-23 19:33:00,12.3,262,Completed,
T2091,D141,R2906,Mumbai,Powai,Juhu,2023-10-12 08:15:00,2023-10-12 08:18:00,2023-10-12 08:56:00,9.8,233,Completed,
T2092,D187,R4662,Mumbai,Andheri,Bandra,2023-10-20 18:12:00,2023-10-20 18:27:00,2023-10-20 19:55:00,24.4,470,Completed,
T2093,D283,R2128,Mumbai,Andheri,Colaba,2023-10-19 17:31:00,2023-10-19 17:36:00,2023-10-19 18:22:00,17.2,457,Completed,
T2094,D334,R3995,Bangalore,Whitefield,Koramangala,2023-10-22 15:51:00,2023-10-22 15:59:00,2023-10-22 16:42:00,16.7,390,Completed,
T2095,D161,R3476,Bangalore,Koramangala,HSR Layout,2023-10-27 23:29:00,2023-10-27 23:33:00,2023-10-28 00:15:00,15.6,412,Completed,
T2096,D293,R2147,Bangalore,HSR Layout,Jayanagar,2023-10-23 08:11:00,2023-10-23 08:21:00,2023-10-23 09:19:00,17.6,386,Completed,
T2097,D262,R1557,Bangalore,Whitefield,HSR Layout,2023-10-19 09:51:00,2023-10-19 10:04:00,2023-10-19 10:49:00,16.8,437,Completed,
T2098,D173,R4949,Delhi,Connaught Place,Rohini,2023-10-22 18:02:00,2023-10-22 18:07:00,2023-10-22 18:46:00,10.2,296,Completed,
T2099,D217,R1400,Delhi,Rohini,Saket,2023-10-08 04:04:00,2023-10-08 04:12:00,2023-10-08 04:28:00,6.2,165,Completed,
T2100,D263,R4909,Bangalore,Indiranagar,Koramangala,2023-10-27 05:47:00,2023-10-27 05:57:00,2023-10-27 06:53:00,18.0,425,Completed,
T2101,D145,R2738,Bangalore,Indiranagar,Whitefield,2023-10-05 04:42:00,2023-10-05 04:57:00,2023-10-05 05:23:00,8.1,175,Completed,
T2102,D207,R2892,Bangalore,Indiranagar,Jayanagar,2023-10-08 15:10:00,2023-10-08 15:17:00,2023-10-08 15:26:00,3.5,122,Completed,
T2103,D249,R2326,Delhi,Dwarka,Saket,2023-10-26 18:56:00,2023-10-26 19:02:00,2023-10-26 20:26:00,24.1,553,Completed,
T2104,D343,R4839,Bangalore,Indiranagar,Whitefield,2023-10-26 05:10:00,,,0.0,0.0,Cancelled,Driver Cancelled
T2105,D103,R1867,Delhi,Saket,Vasant Kunj,2023-10-17 10:17:00,2023-10-17 10:24:00,2023-10-17 11:29:00,21.4,507,Completed,
T2106,D127,R1551,Delhi,Dwarka,Connaught Place,2023-10-17 11:41:00,2023-10-17 11:44:00,2023-10-17 12:59:00,19.7,497,Completed,
T2107,D116,R3867,Mumbai,Bandra,Juhu,2023-10-09 04:40:00,2023-10-09 04:46:00,2023-10-09 04:52:00,2.3,98,Completed,
T2108,D103,R3733,Delhi,Dwarka,Connaught Place,2023-10-16 17:21:00,,,0.0,0.0,Cancelled,Payment Issue
T2109,D184,R1902,Bangalore,Koramangala,Whitefield,2023-10-05 21:21:00,2023-10-05 21:26:00,2023-10-05 22:02:00,12.6,282,Completed,
T2110,D123,R1124,Bangalore,HSR Layout,Indiranagar,2023-10-29 05:26:00,2023-10-29 05:29:00,2023-10-29 06:22:00,16.6,394,Completed,
T2111,D220,R2626,Mumbai,Andheri,Bandra,2023-10-05 09:43:00,2023-10-05 09:48:00,2023-10-05 10:49:00,16.4,298,Completed,
T2112,D225,R2821,Mumbai,Powai,Bandra,2023-10-01 11:32:00,,,0.0,0.0,Cancelled,Other
T2113,D211,R1166,Mumbai,Powai,Andheri,2023-10-16 00:13:00,,,0.0,0.0,Cancelled,Driver Cancelled
T2114,D272,R1520,Mumbai,Powai,Colaba,2023-10-09 22:04:00,2023-10-09 22:16:00,2023-10-09 22:23:00,3.0,119,Completed,
T2115,D327,R1731,Mumbai,Andheri,Juhu,2023-10-01 06:07:00,,,0.0,0.0,Cancelled,Driver Not Found
T2116,D188,R2634,Mumbai,Andheri,Colaba,2023-10-24 00:03:00,2023-10-24 00:17:00,2023-10-24 00:51:00,11.3,235,Completed,
T2117,D311,R3828,Mumbai,Bandra,Andheri,2023-10-10 08:01:00,2023-10-10 08:14:00,2023-10-10 09:16:00,19.2,414,Completed,
T2118,D277,R4042,Mumbai,Andheri,Bandra,2023-10-11 20:51:00,2023-10-11 21:05:00,2023-10-11 22:21:00,24.3,514,Completed,
T2119,D275,R2706,Delhi,Dwarka,Rohini,2023-10-22 02:17:00,,,0.0,0.0,Cancelled,Rider Cancelled
T2120,D165,R2547,Delhi,Connaught Place,Saket,2023-10-07 01:14:00,2023-10-07 01:24:00,2023-10-07 02:06:00,13.7,362,Completed,
T2121,D266,R2151,Bangalore,HSR Layout,Jayanagar,2023-10-23 01:47:00,2023-10-23 02:02:00,2023-10-23 02:36:00,9.4,252,Completed,
T2122,D252,R4447,Bangalore,Indiranagar,Jayanagar,2023-10-15 02:45:00,2023-10-15 02:51:00,2023-10-15 03:48:00,21.4,569,Completed,
T2123,D300,R1894,Delhi,Connaught Place,Vasant Kunj,2023-10-09 14:31:00,2023-10-09 14:36:00,2023-10-09 15:31:00,14.8,337,Completed,
T2124,D239,R3463,Bangalore,Whitefield,HSR Layout,2023-10-21 17:58:00,2023-10-21 18:05:00,2023-10-21 19:04:00,22.4,591,Completed,
T2125,D169,R3356,Bangalore,Whitefield,Indiranagar,2023-10-02 01:09:00,2023-10-02 01:17:00,2023-10-02 01:57:00,15.0,397,Completed,
T2126,D144,R2192,Mumbai,Juhu,Bandra,2023-10-28 23:21:00,2023-10-28 23:29:00,2023-10-29 00:11:00,15.3,410,Completed,
T2127,D116,R1632,Mumbai,Bandra,Andheri,2023-10-17 17:46:00,2023-10-17 17:57:00,2023-10-17 18:16:00,7.8,204,Completed,
T2128,D117,R4102,Delhi,Dwarka,Connaught Place,2023-10-02 23:17:00,2023-10-02 23:22:00,2023-10-03 00:26:00,22.6,446,Completed,
T2129,D129,R1024,Bangalore,HSR Layout,Indiranagar,2023-10-09 03:39:00,2023-10-09 03:44:00,2023-10-09 05:01:00,22.2,448,Completed,
T2130,D248,R1005,Mumbai,Andheri,Colaba,2023-10-22 17:12:00,2023-10-22 17:23:00,2023-10-22 17:51:00,8.3,233,Completed,
T2131,D122,R1930,Mumbai,Bandra,Powai,2023-10-07 01:29:00,2023-10-07 01:36:00,2023-10-07 02:24:00,18.9,406,Completed,
T2132,D301,R1118,Bangalore,Whitefield,Indiranagar,2023-10-22 16:36:00,,,0.0,0.0,Cancelled,Driver Cancelled
T2133,D123,R4070,Bangalore,Koramangala,Whitefield,2023-10-01 09:16:00,2023-10-01 09:19:00,2023-10-01 09:51:00,9.6,260,Completed,
T2134,D138,R3384,Mumbai,Bandra,Andheri,2023-10-24 19:55:00,2023-10-24 20:06:00,2023-10-24 21:21:00,22.4,550,Completed,
T2135,D281,R3256,Delhi,Vasant Kunj,Saket,2023-10-08 06:43:00,,,0.0,0.0,Cancelled,Driver Cancelled
T2136,D208,R4280,Bangalore,Jayanagar,Whitefield,2023-10-24 18:16:00,2023-10-24 18:31:00,2023-10-24 19:27:00,14.4,268,Completed,
T2137,D217,R4840,Delhi,Connaught Place,Rohini,2023-10-12 22:59:00,2023-10-12 23:13:00,2023-10-13 00:10:00,22.6,555,Completed,
T2138,D315,R4849,Mumbai,Andheri,Bandra,2023-10-12 02:25:00,2023-10-12 02:35:00,2023-10-12 02:48:00,3.9,111,Completed,
T2139,D118,R3861,Delhi,Dwarka,Rohini,2023-10-25 12:24:00,2023-10-25 12:30:00,2023-10-25 12:55:00,7.7,237,Completed,
T2140,D195,R4732,Bangalore,Koramangala,Whitefield,2023-10-22 10:47:00,,,0.0,0.0,Cancelled,Rider Cancelled
T2141,D118,R4497,Delhi,Saket,Rohini,2023-10-05 10:36:00,2023-10-05 10:40:00,2023-10-05 11:05:00,9.7,292,Completed,
T2142,D156,R1077,Delhi,Saket,Connaught Place,2023-10-01 18:11:00,2023-10-01 18:14:00,2023-10-01 18:23:00,3.8,116,Completed,
T2143,D163,R4767,Mumbai,Bandra,Powai,2023-10-12 23:53:00,2023-10-12 23:57:00,2023-10-13 00:53:00,17.4,343,Completed,
T2144,D307,R2345,Mumbai,Bandra,Powai,2023-10-27 22:17:00,2023-10-27 22:27:00,2023-10-27 22:58:00,12.3,305,Completed,
T2145,D176,R1514,Bangalore,Jayanagar,Indiranagar,2023-10-20 13:04:00,,,0.0,0.0,Cancelled,Payment Issue
T2146,D307,R1570,Mumbai,Andheri,Colaba,2023-10-21 20:33:00,2023-10-21 20:44:00,2023-10-21 21:18:00,10.1,246,Completed,
T2147,D270,R1242,Delhi,Rohini,Dwarka,2023-10-30 17:13:00,,,0.0,0.0,Cancelled,Other
T2148,D253,R4446,Delhi,Connaught Place,Rohini,2023-10-27 13:40:00,2023-10-27 13:44:00,2023-10-27 13:54:00,3.5,113,Completed,
T2149,D213,R1019,Bangalore,Indiranagar,HSR Layout,2023-10-08 19:10:00,2023-10-08 19:15:00,2023-10-08 19:41:00,9.6,222,Completed,
T2150,D214,R4174,Delhi,Connaught Place,Vasant Kunj,2023-10-13 18:39:00,2023-10-13 18:46:00,2023-10-13 18:55:00,3.0,110,Completed,
T2151,D181,R2398,Bangalore,Indiranagar,Jayanagar,2023-10-23 22:23:00,2023-10-23 22:31:00,2023-10-23 22:59:00,7.3,162,Completed,
T2152,D112,R1480,Delhi,Vasant Kunj,Saket,2023-10-20 06:50:00,2023-10-20 07:01:00,2023-10-20 07:54:00,14.4,375,Completed,
T2153,D231,R1751,Bangalore,Indiranagar,Whitefield,2023-10-12 05:23:00,2023-10-12 05:37:00,2023-10-12 06:52:00,24.0,469,Completed,
T2154,D133,R3288,Delhi,Rohini,Dwarka,2023-10-23 01:53:00,2023-10-23 01:59:00,2023-10-23 02:18:00,6.2,150,Completed,
T2155,D111,R3553,Mumbai,Juhu,Andheri,2023-10-30 03:00:00,2023-10-30 03:10:00,2023-10-30 04:16:00,16.8,305,Completed,
T2156,D257,R1232,Mumbai,Bandra,Colaba,2023-10-30 07:57:00,2023-10-30 08:11:00,2023-10-30 08:30:00,7.1,173,Completed,
T2157,D302,R1179,Bangalore,Indiranagar,Koramangala,2023-10-28 18:45:00,2023-10-28 19:00:00,2023-10-28 19:49:00,12.5,309,Completed,
T2158,D169,R4961,Bangalore,HSR Layout,Koramangala,2023-10-19 20:06:00,2023-10-19 20:18:00,2023-10-19 21:17:00,22.1,525,Completed,
T2159,D287,R4481,Mumbai,Bandra,Colaba,2023-10-22 22:15:00,2023-10-22 22:22:00,2023-10-22 22:37:00,5.3,130,Completed,
T2160,D309,R1331,Mumbai,Powai,Andheri,2023-10-02 20:22:00,,,0.0,0.0,Cancelled,Payment Issue
T2161,D120,R1912,Bangalore,Koramangala,Indiranagar,2023-10-22 14:47:00,2023-10-22 14:52:00,2023-10-22 15:08:00,6.5,152,Completed,
T2162,D223,R1583,Bangalore,HSR Layout,Indiranagar,2023-10-13 08:59:00,2023-10-13 09:09:00,2023-10-13 10:13:00,23.6,427,Completed,
T2163,D135,R2453,Mumbai,Bandra,Andheri,2023-10-06 23:19:00,2023-10-06 23:23:00,2023-10-07 00:20:00,17.5,320,Completed,
T2164,D338,R4621,Mumbai,Colaba,Powai,2023-10-05 00:34:00,2023-10-05 00:44:00,2023-10-05 02:00:00,23.6,488,Completed,
T2165,D321,R2889,Mumbai,Bandra,Juhu,2023-10-07 09:28:00,2023-10-07 09:42:00,2023-10-07 10:07:00,7.6,171,Completed,
T2166,D159,R2539,Delhi,Rohini,Dwarka,2023-10-17 13:53:00,2023-10-17 13:58:00,2023-10-17 15:09:00,21.5,467,Completed,
T2167,D168,R4112,Bangalore,Koramangala,Whitefield,2023-10-15 01:50:00,,,0.0,0.0,Cancelled,Driver Cancelled
T2168,D310,R2319,Bangalore,Jayanagar,Whitefield,2023-10-09 21:09:00,2023-10-09 21:19:00,2023-10-09 22:02:00,16.4,406,Completed,
T2169,D263,R4843,Bangalore,HSR Layout,Indiranagar,2023-10-03 03:11:00,2023-10-03 03:20:00,2023-10-03 03:52:00,12.6,257,Completed,
T2170,D219,R3105,Bangalore,Jayanagar,Indiranagar,2023-10-16 19:45:00,,,0.0,0.0,Cancelled,Driver Cancelled
T2171,D122,R2668,Mumbai,Andheri,Bandra,2023-10-12 03:24:00,2023-10-12 03:32:00,2023-10-12 03:48:00,6.1,166,Completed,
T2172,D157,R1757,Mumbai,Bandra,Powai,2023-10-10 09:33:00,2023-10-10 09:44:00,2023-10-10 09:57:00,4.7,143,Completed,
T2173,D194,R4344,Mumbai,Bandra,Powai,2023-10-24 08:50:00,,,0.0,0.0,Cancelled,Other
T2174,D143,R4720,Bangalore,Whitefield,HSR Layout,2023-10-18 10:59:00,2023-10-18 11:08:00,2023-10-18 12:03:00,19.9,395,Completed,
T2175,D124,R3829,Bangalore,Jayanagar,Koramangala,2023-10-09 15:30:00,2023-10-09 15:45:00,2023-10-09 16:31:00,12.1,344,Completed,
T2176,D158,R1483,Mumbai,Bandra,Juhu,2023-10-14 06:00:00,,,0.0,0.0,Cancelled,Driver Not Found
T2177,D271,R3681,Bangalore,Koramangala,Whitefield,2023-10-07 01:01:00,2023-10-07 01:15:00,2023-10-07 01:54:00,15.2,393,Completed,
T2178,D169,R3516,Bangalore,Indiranagar,HSR Layout,2023-10-08 04:41:00,2023-10-08 04:44:00,2023-10-08 05:05:00,8.7,258,Completed,
T2179,D287,R2755,Mumbai,Bandra,Andheri,2023-10-12 14:00:00,2023-10-12 14:03:00,2023-10-12 15:15:00,18.8,405,Completed,
T2180,D126,R1606,Delhi,Connaught Place,Vasant Kunj,2023-10-24 02:37:00,2023-10-24 02:45:00,2023-10-24 03:10:00,8.9,207,Completed,
T2181,D304,R1942,Delhi,Rohini,Dwarka,2023-10-24 17:44:00,2023-10-24 17:47:00,2023-10-24 18:46:00,19.3,494,Completed,
T2182,D136,R2923,Delhi,Vasant Kunj,Saket,2023-10-22 13:27:00,2023-10-22 13:32:00,2023-10-22 14:24:00,14.2,269,Completed,
T2183,D229,R3377,Mumbai,Juhu,Powai,2023-10-14 19:23:00,2023-10-14 19:34:00,2023-10-14 20:35:00,22.6,506,Completed,
T2184,D276,R3753,Bangalore,Whitefield,HSR Layout,2023-10-27 16:05:00,2023-10-27 16:18:00,2023-10-27 16:28:00,3.5,128,Completed,
T2185,D186,R4027,Bangalore,Jayanagar,Whitefield,2023-10-16 10:58:00,2023-10-16 11:12:00,2023-10-16 12:01:00,16.7,371,Completed,
T2186,D230,R1979,Bangalore,Jayanagar,Koramangala,2023-10-05 01:39:00,,,0.0,0.0,Cancelled,Driver Cancelled
T2187,D119,R1584,Delhi,Rohini,Dwarka,2023-10-30 09:05:00,2023-10-30 09:08:00,2023-10-30 09:26:00,6.9,174,Completed,
T2188,D293,R1709,Bangalore,Koramangala,Jayanagar,2023-10-27 14:37:00,2023-10-27 14:48:00,2023-10-27 15:21:00,8.7,215,Completed,
T2189,D325,R2138,Bangalore,Indiranagar,Whitefield,2023-10-26 01:04:00,,,0.0,0.0,Cancelled,Driver Cancelled
T2190,D199,R4927,Bangalore,Koramangala,Indiranagar,2023-10-06 10:59:00,2023-10-06 11:01:00,2023-10-06 11:14:00,5.5,182,Completed,
T2191,D272,R2099,Mumbai,Bandra,Andheri,2023-10-09 14:56:00,2023-10-09 15:03:00,2023-10-09 15:33:00,11.3,243,Completed,
T2192,D157,R3540,Mumbai,Juhu,Andheri,2023-10-27 11:26:00,2023-10-27 11:37:00,2023-10-27 12:05:00,9.6,234,Completed,
T2193,D240,R2293,Bangalore,HSR Layout,Jayanagar,2023-10-11 01:20:00,2023-10-11 01:32:00,2023-10-11 02:22:00,14.4,319,Completed,
T2194,D271,R2997,Bangalore,HSR Layout,Indiranagar,2023-10-17 13:58:00,2023-10-17 14:10:00,2023-10-17 14:39:00,8.4,211,Completed,
T2195,D313,R4279,Delhi,Connaught Place,Dwarka,2023-10-04 10:58:00,2023-10-04 11:11:00,2023-10-04 12:11:00,15.8,375,Completed,
T2196,D147,R4348,Delhi,Vasant Kunj,Connaught Place,2023-10-18 04:38:00,2023-10-18 04:46:00,2023-10-18 06:01:00,20.9,546,Completed,
T2197,D139,R4770,Bangalore,HSR Layout,Whitefield,2023-10-06 11:06:00,2023-10-06 11:11:00,2023-10-06 11:46:00,12.9,338,Completed,
T2198,D239,R4891,Bangalore,HSR Layout,Whitefield,2023-10-03 05:59:00,,,0.0,0.0,Cancelled,Rider Cancelled
T2199,D150,R1389,Mumbai,Colaba,Andheri,2023-10-07 22:53:00,2023-10-07 23:01:00,2023-10-08 00:16:00,21.1,420,Completed,
T2200,D212,R3556,Bangalore,HSR Layout,Indiranagar,2023-10-09 10:03:00,2023-10-09 10:16:00,2023-10-09 11:05:00,13.5,363,Completed,
T2201,D187,R1877,Mumbai,Bandra,Juhu,2023-10-12 20:54:00,2023-10-12 21:07:00,2023-10-12 21:57:00,15.1,359,Completed,
T2202,D113,R1006,Delhi,Saket,Vasant Kunj,2023-10-11 04:34:00,2023-10-11 04:42:00,2023-10-11 04:54:00,3.3,106,Completed,
T2203,D168,R3892,Bangalore,Indiranagar,Jayanagar,2023-10-04 23:59:00,2023-10-05 00:14:00,2023-10-05 00:34:00,6.3,149,Completed,
T2204,D146,R1189,Delhi,Dwarka,Connaught Place,2023-10-26 18:25:00,2023-10-26 18:31:00,2023-10-26 18:45:00,5.3,133,Completed,
T2205,D284,R2055,Mumbai,Powai,Juhu,2023-10-01 12:47:00,2023-10-01 12:54:00,2023-10-01 13:48:00,14.6,348,Completed,
T2206,D184,R2762,Bangalore,HSR Layout,Koramangala,2023-10-18 19:24:00,2023-10-18 19:39:00,2023-10-18 20:22:00,11.6,257,Completed,
T2207,D328,R4161,Mumbai,Bandra,Colaba,2023-10-02 14:32:00,2023-10-02 14:40:00,2023-10-02 15:48:00,18.5,349,Completed,
T2208,D348,R2591,Bangalore,Whitefield,Koramangala,2023-10-07 00:48:00,2023-10-07 00:52:00,2023-10-07 01:54:00,22.0,434,Completed,
T2209,D119,R2470,Delhi,Saket,Rohini,2023-10-22 07:57:00,2023-10-22 08:06:00,2023-10-22 08:45:00,14.4,324,Completed,
T2210,D113,R4972,Delhi,Dwarka,Saket,2023-10-11 23:10:00,2023-10-11 23:23:00,2023-10-12 00:06:00,16.6,309,Completed,
T2211,D176,R1034,Bangalore,HSR Layout,Jayanagar,2023-10-20 15:50:00,2023-10-20 15:57:00,2023-10-20 16:17:00,6.3,203,Completed,
T2212,D133,R4004,Delhi,Saket,Connaught Place,2023-10-27 04:01:00,2023-10-27 04:04:00,2023-10-27 05:16:00,19.9,481,Completed,
T2213,D265,R3049,Bangalore,Indiranagar,Koramangala,2023-10-24 03:50:00,2023-10-24 03:57:00,2023-10-24 04:29:00,11.1,314,Completed,
T2214,D296,R4889,Mumbai,Andheri,Juhu,2023-10-22 21:36:00,2023-10-22 21:49:00,2023-10-22 22:15:00,10.2,245,Completed,
T2215,D154,R1183,Mumbai,Andheri,Colaba,2023-10-20 05:00:00,2023-10-20 05:03:00,2023-10-20 06:24:00,22.8,567,Completed,
T2216,D101,R1226,Mumbai,Colaba,Juhu,2023-10-01 15:54:00,2023-10-01 16:07:00,2023-10-01 16:38:00,8.2,192,Completed,
T2217,D342,R2623,Delhi,Rohini,Dwarka,2023-10-08 18:02:00,2023-10-08 18:12:00,2023-10-08 18:54:00,14.1,353,Completed,
T2218,D221,R2905,Bangalore,HSR Layout,Indiranagar,2023-10-13 07:50:00,,,0.0,0.0,Cancelled,Other
T2219,D153,R2507,Mumbai,Powai,Bandra,2023-10-01 19:34:00,2023-10-01 19:48:00,2023-10-01 20:43:00,17.6,432,Completed,
T2220,D134,R3469,Mumbai,Colaba,Bandra,2023-10-11 02:25:00,2023-10-11 02:29:00,2023-10-11 03:25:00,15.8,408,Completed,
T2221,D160,R2704,Mumbai,Powai,Colaba,2023-10-12 16:27:00,,,0.0,0.0,Cancelled,Driver Not Found
T2222,D349,R1243,Delhi,Saket,Connaught Place,2023-10-05 08:03:00,2023-10-05 08:10:00,2023-10-05 08:32:00,5.8,163,Completed,
T2223,D187,R2779,Mumbai,Powai,Bandra,2023-10-25 20:00:00,2023-10-25 20:07:00,2023-10-25 21:21:00,19.0,375,Completed,
T2224,D173,R2911,Delhi,Rohini,Saket,2023-10-22 00:11:00,2023-10-22 00:15:00,2023-10-22 00:47:00,10.1,287,Completed,
T2225,D217,R4412,Delhi,Vasant Kunj,Dwarka,2023-10-23 18:47:00,2023-10-23 18:54:00,2023-10-23 19:59:00,20.1,527,Completed,
